,censustract,state,county,urban,pop2010,ohu2010,groupquartersflag,numgqtrs,pctgqtrs,lilatracts_1and10,lilatracts_halfand10,lilatracts_1and20,lilatracts_vehicle,hunvflag,lowincometracts,povertyrate,medianfamilyincome,la1and10,lahalfand10,la1and20,latracts_half,latracts1,latracts10,latracts20,latractsvehicle_20,lapop1_10,lapop05_10,lapop1_20,lalowi1_10,lalowi05_10,lalowi1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,tractlowi,tractkids,tractseniors,tractwhite,tractblack,tractasian,tractnhopi,tractaian,tractomultir,tracthispanic,tracthunv,tractsnap
13884,11001001803,District of Columbia,District of Columbia,1,3514,1543,0,0.0,0.0,0,0,0,0,0,1,22.6201478743068,42734.0,0,0,0,0,0,0,0,0,,107.385696411133,,,44.200392305851,,107.385696411133,3.05593899860936,44.200392305851,1.25783700358142,26.7006360292435,0.759835971236297,16.8269356936216,0.47885417454814,17.2353032827377,0.490475335308416,86.4731299877167,2.46081758644612,0.0910331308841705,0.0025905842596519,0.0,0.0,0.0,0.0,3.58622992038727,0.102055490050861,6.75842908024788,0.192328659085028,7.26611173897982,0.4709080841853409,4.04706069082022,0.262285203552833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161.0,688.0,394.0,354.0,2372.0,73.0,8.0,7.0,700.0,838.0,464.0,166.0
13885,11001001804,District of Columbia,District of Columbia,1,4480,1812,0,24.0,0.5357142857142857,0,0,0,0,0,1,24.2150170648464,50536.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3065.0,1019.0,550.0,549.0,2983.0,51.0,0.0,20.0,877.0,1211.0,684.0,558.0
13886,11001001901,District of Columbia,District of Columbia,1,4016,1503,0,13.0,0.3237051792828685,0,0,0,0,0,0,11.1008111239861,103112.0,0,0,0,0,0,0,0,0,,9.57160317897797,,,2.37522971630096,,9.57160317897797,0.238336732544272,2.37522971630096,0.0591441662425539,1.908571138978,0.0475241817474603,1.74741545319557,0.0435113409660252,1.0892138928175,0.0271218598809138,7.56933826208115,0.188479538398435,0.0676266551017761,0.0016839306549247,0.0,0.0,0.0,0.0,0.845424473285675,0.0210514062073126,1.22319056093693,0.0304579322942462,0.467654874548316,0.0311147621123297,0.379545072093606,0.0252524998066271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.0,826.0,719.0,424.0,3023.0,36.0,3.0,31.0,499.0,625.0,271.0,154.0
13887,11001001902,District of Columbia,District of Columbia,1,1969,807,0,10.0,0.5078720162519045,0,1,0,0,0,1,9.49269792467333,94205.0,0,1,0,1,0,0,0,0,,618.376011878252,,,169.815537584946,,618.376011878252,31.405587195442,169.815537584946,8.62445594641674,98.9323378577828,5.02449659003468,113.731238042936,5.77609131756911,98.1865395521745,4.986619581116019,453.052117660642,23.0092492463505,14.6951801464893,0.746327077018247,0.0,0.0,0.0,0.0,52.442178748548,2.66339150576679,52.6528793908656,2.67409240177072,46.6369034126401,5.77904627170261,21.229702253826,2.63069420741338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.0,344.0,378.0,237.0,1537.0,24.0,0.0,2.0,169.0,179.0,132.0,68.0
13888,11001002001,District of Columbia,District of Columbia,1,2340,915,0,31.0,1.3247863247863247,0,1,0,0,0,1,12.9354654483152,84375.0,0,1,0,1,0,0,0,0,,577.674466637895,,,133.08289863402,,577.674466637895,24.6869430187134,133.08289863402,5.68730336042822,93.3572321413085,3.98962530518412,76.9709302547853,3.2893559937942496,197.084341946989,8.42240777551236,264.279429512098,11.2939927141922,18.4513767929748,0.788520375768153,4.00000011920929,0.170940176034585,1.99999995529652,0.0854700835596802,91.859326909529,3.92561226109098,102.314793599071,4.37242707688337,31.4696681324858,3.4393079926214,32.0653020411264,3.50440459465862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.0,443.0,279.0,598.0,1172.0,61.0,4.0,10.0,495.0,629.0,340.0,159.0
13889,11001002002,District of Columbia,District of Columbia,1,3813,1334,0,45.0,1.1801730920535012,0,0,0,0,0,0,9.193776520509193,107833.0,0,1,0,1,0,0,0,0,,2550.0068761548,,,516.205533532193,,2550.0068761548,66.8766555508734,516.205533532193,13.5380417920848,534.497205152409,14.0177604288594,365.752917070931,9.59226113482642,572.526323668193,15.0151147041226,1567.67596646259,41.1139776150691,44.991791607812,1.17995781819596,1.99985906481743,0.052448441248818,9.9974975194782,0.262195056896884,352.815448167501,9.25296218640181,392.642807530239,10.2974772496784,68.4976742876243,5.13475819247558,58.9641241438803,4.42009926116044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.0,819.0,516.0,778.0,2297.0,54.0,9.0,14.0,661.0,794.0,152.0,89.0
13890,11001002101,District of Columbia,District of Columbia,1,5309,1983,0,0.0,0.0,0,0,0,0,0,1,12.1188118811881,73750.0,0,0,0,0,0,0,0,0,,35.3155097961426,,,2.54271674156189,,35.3155097961426,0.665200787269591,2.54271674156189,0.0478944573660179,8.75341701507568,0.164878828688561,5.43315553665161,0.102338586111351,6.3386812210083,0.119395012639071,22.638147354126,0.4264107619914479,0.0,0.0,0.0,0.0,0.603683948516846,0.0113709540123723,5.73499774932861,0.108024067608375,12.6773624420166,0.238790025278143,1.94281566143036,0.0979735583172143,1.6565682888031,0.0835384916189158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.0,1154.0,575.0,675.0,3301.0,99.0,9.0,34.0,1191.0,1651.0,566.0,310.0
13891,11001002102,District of Columbia,District of Columbia,1,4648,1900,0,16.0,0.3442340791738382,0,0,0,0,0,0,16.682813408254198,109970.0,0,0,0,0,0,0,0,0,,283.313251122832,,,67.9175604097545,,283.313251122832,6.09537975737591,67.9175604097545,1.46122117921159,56.0621461868286,1.20615632932075,45.258495144546,0.9737197750547768,33.0475749969482,0.7110063467501769,218.649242028594,4.70415753073567,4.76609945297241,0.102540866027806,0.0,0.0,0.0,0.0,26.8503370285034,0.57767506515713,32.1172380447388,0.690990491496101,41.6538893263787,2.1923099645462503,19.8331522205845,1.04385011687287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.0,996.0,710.0,398.0,3583.0,27.0,0.0,15.0,625.0,724.0,410.0,302.0
13892,11001002201,District of Columbia,District of Columbia,1,3442,1110,0,9.0,0.2614758861127251,0,0,0,0,1,0,7.66803408015147,120282.0,0,1,0,1,0,0,0,1,,2737.40821319819,,,716.350740868598,,2737.40821319819,79.5295820220275,716.350740868598,20.8120494151249,580.936676286161,16.8778813563673,419.235867895186,12.1800077831257,322.450446859002,9.36811292443353,1897.56178870797,55.129627795118296,50.8064335794188,1.47607302671176,0.0,0.0,9.25283536314964,0.2688214806260789,457.336714646313,13.2869469682253,615.255841646343,17.874951820056502,155.09653370548,13.9726606941874,177.411021615379,15.982974920304398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.0,718.0,521.0,432.0,2331.0,55.0,0.0,12.0,612.0,823.0,172.0,217.0
13893,11001002202,District of Columbia,District of Columbia,1,3087,1272,0,15.0,0.4859086491739553,0,1,0,1,1,1,9.23475258918297,84773.0,0,1,0,1,0,0,0,1,,2121.8618632853,,,540.453176839277,,2121.8618632853,68.7354021148462,540.453176839277,17.5073915399831,465.746706575155,15.0873568699435,224.027954272926,7.257141375864131,211.099867823883,6.83835010767357,1451.75377298892,47.0279809844158,20.6763293886324,0.669787152207076,0.235679402947426,0.0076345773549538,18.132304802537,0.587376248867411,419.963915519416,13.6042732594563,493.079438189045,15.9727709163928,261.926927592605,20.5917395906136,136.622727224138,10.7407804421492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.0,647.0,353.0,285.0,2177.0,28.0,1.0,26.0,570.0,648.0,371.0,199.0
13894,11001002301,District of Columbia,District of Columbia,1,2974,1069,0,10.0,0.3362474781439139,0,0,0,0,0,0,6.4659977703456,154861.0,0,0,0,0,0,0,0,0,,356.747245788574,,,49.5355725884438,,356.747245788574,11.9955361731195,49.5355725884438,1.6656211361279,66.6131290495396,2.23984966541828,48.3057804107666,1.6242696842893902,45.6636733114719,1.535429499377,274.504573702812,9.230147064654073,1.98444233927876,0.0667263732104491,1.6242823600769,0.0546160847369504,6.33093260228634,0.212876012181787,26.6393503695726,0.895741438116094,36.4278902113438,1.22487862176677,28.3896376639605,2.65571914536581,7.89531552791595,0.738570208411221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.0,576.0,405.0,474.0,2137.0,37.0,2.0,20.0,304.0,402.0,210.0,63.0
13895,11001002302,District of Columbia,District of Columbia,1,2036,1216,0,292.0,14.341846758349703,0,0,0,0,1,0,18.307905686546498,114650.0,0,1,0,1,0,0,0,1,,1611.64487288892,,,424.705310419202,,1611.64487288892,79.1574102597703,424.705310419202,20.859789313320302,73.2702485248446,3.59873519277233,962.588850382715,47.278430765359296,915.584528446198,44.9697705523673,594.59933205694,29.204289393759296,38.0443128421903,1.86858118085414,0.0,0.0,9.99999982118607,0.491159126777312,53.4167291689664,2.6236114523068,59.5388746927492,2.92430622263012,440.040476024151,36.187539146722905,7.88132208341267,0.6481350397543311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,121.0,985.0,1022.0,870.0,60.0,0.0,10.0,74.0,84.0,335.0,6.0
13896,11001002400,District of Columbia,District of Columbia,1,3618,1275,0,79.0,2.183526810392482,0,0,0,0,0,0,9.09090909090909,117063.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,667.0,445.0,793.0,2293.0,60.0,1.0,15.0,456.0,685.0,387.0,128.0
13897,11001002501,District of Columbia,District of Columbia,1,2554,1004,0,28.0,1.096319498825372,0,1,0,0,0,1,13.8550548112058,87721.0,0,1,0,1,0,0,0,0,,1045.75355669111,,,208.887979033869,,1045.75355669111,40.945714827373095,208.887979033869,8.17885587446628,180.082579203881,7.05100153499927,135.124008246232,5.29068160713515,303.338462403044,11.8769953955773,507.246622187085,19.8608700934646,11.7778012752533,0.461151185405376,1.96242642402649,0.0768373697739424,5.10494078148622,0.199880218539006,216.323300181888,8.46998042998779,289.705847161822,11.343220327401,92.7214390988229,9.23520309749232,87.5760753557552,8.72271666889992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.0,462.0,394.0,613.0,1432.0,25.0,4.0,11.0,469.0,589.0,429.0,249.0
13898,11001002502,District of Columbia,District of Columbia,1,5973,2151,0,53.0,0.8873263016909426,0,0,0,0,0,1,14.5254000310704,75901.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697.0,1147.0,466.0,1493.0,2496.0,91.0,5.0,39.0,1849.0,2532.0,947.0,438.0
13899,11001002600,District of Columbia,District of Columbia,1,2166,947,0,3.0,0.1385041551246537,0,0,0,0,0,0,6.155632984901279,218000.0,0,1,0,1,0,0,0,0,21.6406002044678,1921.30357383192,21.6406002044678,1.44176435470581,167.790859792847,1.44176435470581,1921.30357383192,88.7028427438558,167.790859792847,7.74657709108251,324.689354781993,14.990274920683,363.443965027109,16.7794997704113,822.807971553877,37.9874409766333,913.341780740768,42.1672105605156,58.3267694350798,2.69283330725207,0.0,0.0,5.99999976158142,0.277008299241986,120.827039730037,5.578349018007231,122.589462749194,5.65971665508746,78.7810174289625,8.31900923220301,9.6487221676216,1.01887245698222,21.6406002044678,0.999104349236739,1.44176435470581,0.0665634512791233,3.21227669715881,0.148304556655532,5.41015005111694,0.249776087309185,7.43895626068115,0.343442117298299,13.0181732177734,0.601023694264702,0.676268756389618,0.0312220109136481,0.0,0.0,0.0,0.0,0.507201552391052,0.0234165074972785,1.0144031047821,0.046833014994557,0.552932858467102,0.0583878414431998,0.112293563783169,0.0118578208852343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,350.0,412.0,916.0,1026.0,67.0,0.0,6.0,151.0,149.0,93.0,11.0
13900,11001002701,District of Columbia,District of Columbia,1,5233,2655,0,161.0,3.076629084655073,0,0,0,0,0,0,15.5610972568579,105833.0,0,0,0,0,0,0,0,0,,146.093683123589,,,11.5301417037845,,146.093683123589,2.79177686076034,11.5301417037845,0.220335213143215,25.6558451801538,0.490270307283658,13.1126523166895,0.250576195617991,124.756660997868,2.38403709149374,9.4741575717926,0.181046389676908,6.0775783918798,0.116139468600799,0.0,0.0,1.85955835087225,0.0355352255087378,3.92572858184576,0.075018700207257,10.7390680760145,0.205218193694143,0.0,0.0,3.22818697802722,0.121588963390856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.0,610.0,492.0,2828.0,1281.0,276.0,2.0,29.0,817.0,1269.0,1357.0,147.0
13901,11001002702,District of Columbia,District of Columbia,1,5226,2311,0,19.0,0.3635667814772292,0,0,0,0,0,0,11.1128877518388,137260.0,0,0,0,0,0,0,0,0,,6.69509625434875,,,1.59863388538361,,6.69509625434875,0.128111294572307,1.59863388538361,0.0305900092878608,0.318814121186733,0.0061005381015448,0.637628242373466,0.0122010762030897,5.2072970867157,0.0996421180006831,1.06271368265152,0.020335125959654,0.159407060593367,0.0030502690507724,0.0,0.0,0.0,0.0,0.26567842066288,0.0050837814899135,0.47822117805481,0.0091508070810334,0.467207595705986,0.0202166852317604,0.215792365372181,0.0093376185794972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642.0,648.0,390.0,3439.0,699.0,205.0,1.0,48.0,834.0,1303.0,905.0,189.0
13902,11001002801,District of Columbia,District of Columbia,1,3773,1646,0,43.0,1.1396766498807316,0,0,0,0,0,1,22.9217306757414,45781.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525.0,628.0,259.0,1241.0,1359.0,155.0,1.0,23.0,994.0,1382.0,928.0,335.0
13903,11001002802,District of Columbia,District of Columbia,1,4277,1935,0,197.0,4.606032265606734,0,0,0,0,0,1,21.3299630565818,70909.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592.0,709.0,369.0,1753.0,1069.0,181.0,2.0,51.0,1221.0,1843.0,1304.0,501.0
13904,11001002900,District of Columbia,District of Columbia,1,3962,1448,0,14.0,0.3533568904593639,0,0,0,0,0,0,10.5994985183497,114861.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.0,598.0,223.0,1606.0,1246.0,125.0,5.0,29.0,951.0,1370.0,603.0,179.0
13905,11001003000,District of Columbia,District of Columbia,1,3398,1489,0,30.0,0.8828722778104767,0,0,0,0,0,1,22.3300970873786,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176.0,544.0,233.0,1376.0,1455.0,125.0,5.0,5.0,432.0,532.0,622.0,229.0
13906,11001003100,District of Columbia,District of Columbia,1,2885,1009,0,29.0,1.0051993067590987,0,0,0,0,0,0,8.82956878850103,114688.0,0,0,0,0,0,0,0,0,,188.825170118362,,,29.5229732724838,,188.825170118362,6.54506655522918,29.5229732724838,1.02332662989545,26.0922522814944,0.904410824315232,17.5890698395669,0.6096731313541399,51.521882828325,1.78585382420537,92.3263116329908,3.2002187741071304,5.78871094167698,0.200648559503535,0.0,0.0,3.11229206781718,0.1078784078966089,36.0759741961956,1.25046704319569,44.4579208176583,1.54100245468486,25.5187511383556,2.5291130959718098,7.46502895513549,0.7398442968419721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.0,446.0,219.0,949.0,1086.0,101.0,0.0,18.0,731.0,1037.0,482.0,141.0
13907,11001003200,District of Columbia,District of Columbia,1,4913,1669,0,23.0,0.4681457358029717,0,1,0,1,1,1,15.3521643433602,92120.0,0,1,0,1,0,0,0,1,,2851.24664402008,,,781.246744394302,,2851.24664402008,58.0347373095884,781.246744394302,15.9016231303542,579.036463737488,11.7858022336147,238.264875590801,4.84968197823735,605.013426303864,12.3145415490304,1676.0066242218,34.113711056824805,63.3167370259762,1.28875914972473,0.758787035942078,0.0154444745764722,14.9459841400385,0.304212988805994,491.205068826675,9.99806775547884,742.188864707947,15.1066327031945,216.486749470234,12.9710455045077,114.792481988668,6.87791983155593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364.0,956.0,437.0,1114.0,2917.0,92.0,1.0,22.0,767.0,1188.0,384.0,198.0
13908,11001003301,District of Columbia,District of Columbia,1,3198,1405,0,0.0,0.0,0,0,0,0,1,0,6.80255984830529,160313.0,0,1,0,1,0,0,0,1,,3197.88574817777,,,437.398930195253,,3197.88574817777,99.9964273976788,437.398930195253,13.6772648591386,369.990724921692,11.5694410544619,239.992413490778,7.504453204839829,958.965017143637,29.9863982846666,1997.93042612076,62.4743722989605,61.9978922256632,1.93864578566802,3.99957823753357,0.125064985538886,6.99957843497396,0.2188736221067529,167.993255136302,5.25307239325521,124.994941957062,3.90853477038968,253.097891250392,18.0140847865048,20.4258599173045,1.45379785888288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0,370.0,240.0,959.0,1998.0,62.0,4.0,7.0,168.0,125.0,277.0,23.0
13909,11001003302,District of Columbia,District of Columbia,1,2134,887,0,21.0,0.9840674789128396,0,0,0,0,0,0,10.5652173913043,163795.0,0,1,0,1,0,0,0,0,,1102.35084438324,,,110.852959394455,,1102.35084438324,51.6565531576026,110.852959394455,5.19460915625375,152.593219041824,7.15057258865156,73.6335329711437,3.4504935787789903,363.418993711472,17.02994347289,638.406962871552,29.915977641591,20.3304774388671,0.952693413255253,0.0,0.0,5.46161362528801,0.255933159573009,74.7327989041805,3.50200557189225,82.7609193846583,3.87820615673188,47.6966258585453,5.37729716556317,16.2080492414534,1.82728852778505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.0,278.0,129.0,735.0,1216.0,41.0,0.0,7.0,135.0,128.0,109.0,32.0
13910,11001003400,District of Columbia,District of Columbia,1,4347,1025,0,2145.0,49.344375431331954,0,1,0,1,1,1,16.2757640369581,83409.0,0,1,0,1,0,0,0,1,,4197.81805153936,,,1253.11786201783,,4197.81805153936,96.5681631364012,1253.11786201783,28.8271879921285,338.579880052246,7.7888171164537905,170.20403374685,3.91543670915228,534.524120764807,12.296391091898,3303.0823680833,75.9853316789349,87.920101094991,2.02254660904051,2.96897489391267,0.0682993994458862,19.9971870351583,0.460022706122804,249.325330789201,5.73557236690133,234.242909889086,5.38861076349405,353.112549691927,34.4500048479928,169.577504997142,16.5441468289894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.0,350.0,186.0,576.0,3392.0,97.0,3.0,20.0,259.0,239.0,399.0,179.0
13911,11001003500,District of Columbia,District of Columbia,1,3740,964,0,1516.0,40.53475935828877,0,0,0,0,0,0,19.3678794560823,113438.0,0,1,0,1,0,0,0,0,,563.26106262207,,,207.946060180664,,563.26106262207,15.0604562198415,207.946060180664,5.56005508504449,79.8038139343262,2.13379181642583,36.186215877533,0.967545879078421,129.012579917908,3.4495342224039502,330.652801513672,8.84098399769176,11.0704460144043,0.296001230331666,0.0,0.0,1.03568482398987,0.027692107593312,91.4895648956299,2.44624505068529,105.669582366943,2.8253899028594502,74.0778465270996,7.684423913599541,26.9032731056213,2.79079596531342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.0,342.0,214.0,626.0,2681.0,106.0,0.0,14.0,313.0,371.0,507.0,155.0
13912,11001003600,District of Columbia,District of Columbia,1,4208,1987,0,99.0,2.352661596958175,0,0,0,0,0,0,18.9454322501533,111923.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257.0,528.0,311.0,1773.0,1645.0,161.0,0.0,13.0,616.0,809.0,863.0,119.0
13913,11001003700,District of Columbia,District of Columbia,1,5763,2401,0,702.0,12.181155648099947,0,0,0,0,0,1,27.1941122355106,35692.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2421.0,965.0,246.0,1915.0,2527.0,212.0,10.0,22.0,1077.0,1514.0,1563.0,626.0
13914,11001003800,District of Columbia,District of Columbia,1,4614,2625,0,68.0,1.4737754659731253,0,0,0,0,0,0,7.7237354085603105,175714.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.0,437.0,311.0,2884.0,825.0,261.0,1.0,22.0,621.0,935.0,1259.0,206.0
13915,11001003900,District of Columbia,District of Columbia,1,4474,2806,0,43.0,0.9611086276262852,0,0,0,0,0,0,4.433713784021069,162578.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0,249.0,316.0,3285.0,563.0,225.0,4.0,21.0,376.0,553.0,1628.0,99.0
13916,11001004001,District of Columbia,District of Columbia,1,3745,2305,0,0.0,0.0,0,0,0,0,0,0,2.72879932829555,250001.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,259.0,374.0,3237.0,139.0,162.0,8.0,5.0,194.0,345.0,775.0,0.0
13917,11001004002,District of Columbia,District of Columbia,1,2797,1762,0,0.0,0.0,0,0,0,0,0,0,3.63636363636364,194013.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,143.0,207.0,2232.0,226.0,181.0,1.0,4.0,153.0,250.0,758.0,12.0
13918,11001004100,District of Columbia,District of Columbia,1,2708,1494,0,60.0,2.2156573116691285,0,0,0,0,0,0,4.52577725304998,247083.0,0,1,0,1,0,0,0,0,,776.998102605343,,,80.4882925972342,,776.998102605343,28.6926921198428,80.4882925972342,2.97224123328044,57.8285312056541,2.13547013314823,148.697806432843,5.49105636753483,643.903292238712,23.7778172909421,23.4752313867211,0.866884467751888,55.6183085441589,2.05385186647559,0.999999992549419,0.0369276215860199,3.0,0.110782865583456,50.0012731179595,1.8464281062762,75.0908183827996,2.77292534648448,63.5580635666847,4.25422112226805,4.1891218284145,0.280396374057195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,226.0,454.0,2261.0,115.0,181.0,3.0,9.0,139.0,259.0,437.0,15.0
